Canopy_height,Distance_to_path,DTM,Groundwater,Infrared,NDVI,pH,Precipitation,Soil_organic_matter,Temp_max,Temp_mean,Temp_min,Soilcode,Landcover,Location,Plotcode,filename,Quadrant_code,alpha_diversity
5,0,2.42930007,50,109,0.227968231,5.631970882,886.7701416,8.041653633,14.45297432,10.42335033,6.217999458,urban_soil,open verharding,USP,122,USP BLUE species richness.xlsx,4,0
0,0,2.50090003,28,126,0.049949717,5.166569233,886.7701416,10.91940022,14.45297432,10.42335033,6.217999458,urban_soil,open verharding,USP,123,USP BLUE species richness.xlsx,1,2
0,0,2.50090003,28,126,0.049949717,5.166569233,886.7701416,10.91940022,14.45297432,10.42335033,6.217999458,urban_soil,open verharding,USP,123,USP BLUE species richness.xlsx,2,0
0,0,2.50090003,28,126,0.049949717,5.166569233,886.7701416,10.91940022,14.45297432,10.42335033,6.217999458,urban_soil,open verharding,USP,123,USP BLUE species richness.xlsx,3,0
0,0,2.50090003,28,126,0.049949717,5.166569233,886.7701416,10.91940022,14.45297432,10.42335033,6.217999458,urban_soil,open verharding,USP,123,USP BLUE species richness.xlsx,4,0
0,0.6,2.39380002,28,123,0.318526536,5.264401436,884.8322754,9.134637833,14.45297432,10.42335033,6.217999458,urban_soil,groenvoorziening,USP,131,USP BLUE species richness.xlsx,1,7
0,0.6,2.39380002,28,123,0.318526536,5.264401436,884.8322754,9.134637833,14.45297432,10.42335033,6.217999458,urban_soil,groenvoorziening,USP,131,USP BLUE species richness.xlsx,2,7
0,0.6,2.39380002,28,123,0.318526536,5.264401436,884.8322754,9.134637833,14.45297432,10.42335033,6.217999458,urban_soil,groenvoorziening,USP,131,USP BLUE species richness.xlsx,3,0
0,0.6,2.39380002,28,123,0.318526536,5.264401436,884.8322754,9.134637833,14.45297432,10.42335033,6.217999458,urban_soil,groenvoorziening,USP,131,USP BLUE species richness.xlsx,4,0
8,5.8,2.670058489,28,157,0.264243096,5.322808266,884.8322754,9.485421181,14.45297432,10.42335033,6.217999458,urban_soil,groenvoorziening,USP,132,USP BLUE species richness.xlsx,1,1
8,5.8,2.670058489,28,157,0.264243096,5.322808266,884.8322754,9.485421181,14.45297432,10.42335033,6.217999458,urban_soil,groenvoorziening,USP,132,USP BLUE species richness.xlsx,2,0
8,5.8,2.670058489,28,157,0.264243096,5.322808266,884.8322754,9.485421181,14.45297432,10.42335033,6.217999458,urban_soil,groenvoorziening,USP,132,USP BLUE species richness.xlsx,3,0
8,5.8,2.670058489,28,157,0.264243096,5.322808266,884.8322754,9.485421181,14.45297432,10.42335033,6.217999458,urban_soil,groenvoorziening,USP,132,USP BLUE species richness.xlsx,4,0
0,24.645487,1.201799989,21,188,0.387009978,5.262411594,884.8322754,9.434500694,14.45297432,10.42335033,6.217999458,Rv01C,grasland agrarisch,USP,133,USP BLUE species richness.xlsx,1,4
0,24.645487,1.201799989,21,188,0.387009978,5.262411594,884.8322754,9.434500694,14.45297432,10.42335033,6.217999458,Rv01C,grasland agrarisch,USP,133,USP BLUE species richness.xlsx,2,5
0,24.645487,1.201799989,21,188,0.387009978,5.262411594,884.8322754,9.434500694,14.45297432,10.42335033,6.217999458,Rv01C,grasland agrarisch,USP,133,USP BLUE species richness.xlsx,3,4
0,24.645487,1.201799989,21,188,0.387009978,5.262411594,884.8322754,9.434500694,14.45297432,10.42335033,6.217999458,Rv01C,grasland agrarisch,USP,133,USP BLUE species richness.xlsx,4,2
0,45.200443,1.857200027,40,168,0.488285601,5.552424908,886.7701416,7.112020016,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening,USP,221,USP BLUE species richness.xlsx,1,1
0,45.200443,1.857200027,40,168,0.488285601,5.552424908,886.7701416,7.112020016,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening,USP,221,USP BLUE species richness.xlsx,2,1
0,45.200443,1.857200027,40,168,0.488285601,5.552424908,886.7701416,7.112020016,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening,USP,221,USP BLUE species richness.xlsx,3,1
0,45.200443,1.857200027,40,168,0.488285601,5.552424908,886.7701416,7.112020016,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening,USP,221,USP BLUE species richness.xlsx,4,1
0,1.077033,2.482300043,50,93,0.1922106,5.419005871,886.7701416,6.905573368,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening,USP,222,USP BLUE species richness.xlsx,1,0
0,1.077033,2.482300043,50,93,0.1922106,5.419005871,886.7701416,6.905573368,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening,USP,222,USP BLUE species richness.xlsx,2,0
0,1.077033,2.482300043,50,93,0.1922106,5.419005871,886.7701416,6.905573368,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening,USP,222,USP BLUE species richness.xlsx,3,0
0,1.077033,2.482300043,50,93,0.1922106,5.419005871,886.7701416,6.905573368,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening,USP,222,USP BLUE species richness.xlsx,4,0
9,23.200001,2.21420002,40,91,0.065033324,5.15213871,886.7701416,7.118213177,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,223,USP BLUE species richness.xlsx,1,0
9,23.200001,2.21420002,40,91,0.065033324,5.15213871,886.7701416,7.118213177,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,223,USP BLUE species richness.xlsx,2,0
9,23.200001,2.21420002,40,91,0.065033324,5.15213871,886.7701416,7.118213177,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,223,USP BLUE species richness.xlsx,3,0
9,23.200001,2.21420002,40,91,0.065033324,5.15213871,886.7701416,7.118213177,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,223,USP BLUE species richness.xlsx,4,0
0,11.005453,1.421399951,21,177,0.420179695,5.593381882,884.8322754,7.865826607,14.45698738,10.41898346,6.208516598,urban_soil,grasland overig,USP,231,USP BLUE species richness.xlsx,1,7
0,11.005453,1.421399951,21,177,0.420179695,5.593381882,884.8322754,7.865826607,14.45698738,10.41898346,6.208516598,urban_soil,grasland overig,USP,231,USP BLUE species richness.xlsx,2,8
0,11.005453,1.421399951,21,177,0.420179695,5.593381882,884.8322754,7.865826607,14.45698738,10.41898346,6.208516598,urban_soil,grasland overig,USP,231,USP BLUE species richness.xlsx,3,8
0,11.005453,1.421399951,21,177,0.420179695,5.593381882,884.8322754,7.865826607,14.45698738,10.41898346,6.208516598,urban_soil,grasland overig,USP,231,USP BLUE species richness.xlsx,4,6
0,0,2.117300034,33,100,0.120975308,5.522012711,884.8322754,7.378536224,14.45698738,10.41898346,6.208516598,urban_soil,gesloten verharding,USP,232,USP BLUE species richness.xlsx,1,0
0,0,2.117300034,33,100,0.120975308,5.522012711,884.8322754,7.378536224,14.45698738,10.41898346,6.208516598,urban_soil,gesloten verharding,USP,232,USP BLUE species richness.xlsx,2,0
0,0,2.117300034,33,100,0.120975308,5.522012711,884.8322754,7.378536224,14.45698738,10.41898346,6.208516598,urban_soil,gesloten verharding,USP,232,USP BLUE species richness.xlsx,3,9
0,0,2.117300034,33,100,0.120975308,5.522012711,884.8322754,7.378536224,14.45698738,10.41898346,6.208516598,urban_soil,gesloten verharding,USP,232,USP BLUE species richness.xlsx,4,6
0,14.60137,2.339306593,22,138,0.106084868,5.84311676,884.8322754,7.122023106,14.45297432,10.42335033,6.217999458,urban_soil,BGT pand,USP,311,USP BLUE species richness.xlsx,1,0
0,14.60137,2.339306593,22,138,0.106084868,5.84311676,884.8322754,7.122023106,14.45297432,10.42335033,6.217999458,urban_soil,BGT pand,USP,311,USP BLUE species richness.xlsx,2,0
0,14.60137,2.339306593,22,138,0.106084868,5.84311676,884.8322754,7.122023106,14.45297432,10.42335033,6.217999458,urban_soil,BGT pand,USP,311,USP BLUE species richness.xlsx,3,0
0,14.60137,2.339306593,22,138,0.106084868,5.84311676,884.8322754,7.122023106,14.45297432,10.42335033,6.217999458,urban_soil,BGT pand,USP,311,USP BLUE species richness.xlsx,4,0
0,31.755314,2.202239037,23,133,0.061617196,5.863532543,884.8322754,7.4984598160000004,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,312,USP BLUE species richness.xlsx,1,0
0,31.755314,2.202239037,23,133,0.061617196,5.863532543,884.8322754,7.4984598160000004,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,312,USP BLUE species richness.xlsx,2,0
0,31.755314,2.202239037,23,133,0.061617196,5.863532543,884.8322754,7.4984598160000004,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,312,USP BLUE species richness.xlsx,3,0
0,31.755314,2.202239037,23,133,0.061617196,5.863532543,884.8322754,7.4984598160000004,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,312,USP BLUE species richness.xlsx,4,0
3,0,2.226599932,28,149,0.343423098,5.699631214,884.8322754,7.220342636,14.45698738,10.41898346,6.208516598,urban_soil,open verharding,USP,321,USP BLUE species richness.xlsx,1,11
3,0,2.226599932,28,149,0.343423098,5.699631214,884.8322754,7.220342636,14.45698738,10.41898346,6.208516598,urban_soil,open verharding,USP,321,USP BLUE species richness.xlsx,2,10
3,0,2.226599932,28,149,0.343423098,5.699631214,884.8322754,7.220342636,14.45698738,10.41898346,6.208516598,urban_soil,open verharding,USP,321,USP BLUE species richness.xlsx,3,12
3,0,2.226599932,28,149,0.343423098,5.699631214,884.8322754,7.220342636,14.45698738,10.41898346,6.208516598,urban_soil,open verharding,USP,321,USP BLUE species richness.xlsx,4,12
0,16.4,2.429305077,27,88,0.039632145,5.730448723,884.8322754,7.654134274,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,322,USP BLUE species richness.xlsx,1,0
0,16.4,2.429305077,27,88,0.039632145,5.730448723,884.8322754,7.654134274,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,322,USP BLUE species richness.xlsx,2,0
0,16.4,2.429305077,27,88,0.039632145,5.730448723,884.8322754,7.654134274,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,322,USP BLUE species richness.xlsx,3,0
0,16.4,2.429305077,27,88,0.039632145,5.730448723,884.8322754,7.654134274,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand,USP,322,USP BLUE species richness.xlsx,4,0
2,24.923885,1.219599962,21,194,0.419831216,5.518449783,884.8322754,7.957024097,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,333,USP BLUE species richness.xlsx,1,7
2,24.923885,1.219599962,21,194,0.419831216,5.518449783,884.8322754,7.957024097,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,333,USP BLUE species richness.xlsx,2,13
2,24.923885,1.219599962,21,194,0.419831216,5.518449783,884.8322754,7.957024097,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,333,USP BLUE species richness.xlsx,3,15
2,24.923885,1.219599962,21,194,0.419831216,5.518449783,884.8322754,7.957024097,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,333,USP BLUE species richness.xlsx,4,20
13,57.154175,1.828099966,21,146,0.451211065,5.580268383,884.8322754,7.879103184,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3331,USP BLUE species richness.xlsx,1,7
13,57.154175,1.828099966,21,146,0.451211065,5.580268383,884.8322754,7.879103184,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3331,USP BLUE species richness.xlsx,2,7
13,57.154175,1.828099966,21,146,0.451211065,5.580268383,884.8322754,7.879103184,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3331,USP BLUE species richness.xlsx,3,6
13,57.154175,1.828099966,21,146,0.451211065,5.580268383,884.8322754,7.879103184,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3331,USP BLUE species richness.xlsx,4,4
6,53.200001,1.31340003,21,154,0.471668929,5.592695236,884.8322754,7.266242027,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3332,USP BLUE species richness.xlsx,1,5
6,53.200001,1.31340003,21,154,0.471668929,5.592695236,884.8322754,7.266242027,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3332,USP BLUE species richness.xlsx,2,4
6,53.200001,1.31340003,21,154,0.471668929,5.592695236,884.8322754,7.266242027,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3332,USP BLUE species richness.xlsx,3,4
6,53.200001,1.31340003,21,154,0.471668929,5.592695236,884.8322754,7.266242027,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3332,USP BLUE species richness.xlsx,4,5
0,35.616848,1.121899962,21,185,0.550929368,5.441191673,884.8322754,7.891077995,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33331,USP BLUE species richness.xlsx,1,13
0,35.616848,1.121899962,21,185,0.550929368,5.441191673,884.8322754,7.891077995,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33331,USP BLUE species richness.xlsx,2,10
0,35.616848,1.121899962,21,185,0.550929368,5.441191673,884.8322754,7.891077995,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33331,USP BLUE species richness.xlsx,3,11
0,35.616848,1.121899962,21,185,0.550929368,5.441191673,884.8322754,7.891077995,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33331,USP BLUE species richness.xlsx,4,11
0,46.264027,1.166200042,21,149,0.547252119,5.441191673,884.8322754,7.891077995,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33313,USP BLUE species richness.xlsx,1,14
0,46.264027,1.166200042,21,149,0.547252119,5.441191673,884.8322754,7.891077995,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33313,USP BLUE species richness.xlsx,2,15
0,46.264027,1.166200042,21,149,0.547252119,5.441191673,884.8322754,7.891077995,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33313,USP BLUE species richness.xlsx,3,12
0,46.264027,1.166200042,21,149,0.547252119,5.441191673,884.8322754,7.891077995,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33313,USP BLUE species richness.xlsx,4,15
3,33.685604,1.290300012,21,199,0.479979187,5.553678513,884.8322754,8.235681534,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33332,USP BLUE species richness.xlsx,1,5
3,33.685604,1.290300012,21,199,0.479979187,5.553678513,884.8322754,8.235681534,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33332,USP BLUE species richness.xlsx,2,7
3,33.685604,1.290300012,21,199,0.479979187,5.553678513,884.8322754,8.235681534,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33332,USP BLUE species richness.xlsx,3,7
3,33.685604,1.290300012,21,199,0.479979187,5.553678513,884.8322754,8.235681534,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33332,USP BLUE species richness.xlsx,4,7
6,43.400002,1.351300001,21,177,0.463557929,5.553678513,884.8322754,8.235681534,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33323,USP BLUE species richness.xlsx,1,7
6,43.400002,1.351300001,21,177,0.463557929,5.553678513,884.8322754,8.235681534,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33323,USP BLUE species richness.xlsx,2,6
6,43.400002,1.351300001,21,177,0.463557929,5.553678513,884.8322754,8.235681534,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33323,USP BLUE species richness.xlsx,3,7
6,43.400002,1.351300001,21,177,0.463557929,5.553678513,884.8322754,8.235681534,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33323,USP BLUE species richness.xlsx,4,5
0,53.764301,1.130800009,21,191,0.483534396,5.580268383,884.8322754,7.879103184,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33312,USP BLUE species richness.xlsx,1,4
0,53.764301,1.130800009,21,191,0.483534396,5.580268383,884.8322754,7.879103184,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33312,USP BLUE species richness.xlsx,2,6
0,53.764301,1.130800009,21,191,0.483534396,5.580268383,884.8322754,7.879103184,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33312,USP BLUE species richness.xlsx,3,6
0,53.764301,1.130800009,21,191,0.483534396,5.580268383,884.8322754,7.879103184,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33312,USP BLUE species richness.xlsx,4,6
0,52.70977,1.197299957,21,188,0.504483223,5.592695236,884.8322754,7.266242027,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33321,USP BLUE species richness.xlsx,1,7
0,52.70977,1.197299957,21,188,0.504483223,5.592695236,884.8322754,7.266242027,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33321,USP BLUE species richness.xlsx,2,7
0,52.70977,1.197299957,21,188,0.504483223,5.592695236,884.8322754,7.266242027,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33321,USP BLUE species richness.xlsx,3,7
0,52.70977,1.197299957,21,188,0.504483223,5.592695236,884.8322754,7.266242027,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,33321,USP BLUE species richness.xlsx,4,6
15,58.599998,1.468199968,21,169,0.452722073,5.527281761,884.8322754,8.31548214,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3323,USP BLUE species richness.xlsx,1,9
15,58.599998,1.468199968,21,169,0.452722073,5.527281761,884.8322754,8.31548214,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3323,USP BLUE species richness.xlsx,2,12
15,58.599998,1.468199968,21,169,0.452722073,5.527281761,884.8322754,8.31548214,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3323,USP BLUE species richness.xlsx,3,12
15,58.599998,1.468199968,21,169,0.452722073,5.527281761,884.8322754,8.31548214,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3323,USP BLUE species richness.xlsx,4,10
8,108.800003,1.797099948,21,135,0.425688773,5.545845032,884.8322754,8.180066109,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3312,USP BLUE species richness.xlsx,1,4
8,108.800003,1.797099948,21,135,0.425688773,5.545845032,884.8322754,8.180066109,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3312,USP BLUE species richness.xlsx,2,2
8,108.800003,1.797099948,21,135,0.425688773,5.545845032,884.8322754,8.180066109,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3312,USP BLUE species richness.xlsx,3,2
8,108.800003,1.797099948,21,135,0.425688773,5.545845032,884.8322754,8.180066109,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3312,USP BLUE species richness.xlsx,4,4
12,43.599998,1.471600056,21,144,0.413258106,5.520721436,884.8322754,7.746689796,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,332,USP BLUE species richness.xlsx,1,11
12,43.599998,1.471600056,21,144,0.413258106,5.520721436,884.8322754,7.746689796,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,332,USP BLUE species richness.xlsx,2,8
12,43.599998,1.471600056,21,144,0.413258106,5.520721436,884.8322754,7.746689796,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,332,USP BLUE species richness.xlsx,3,10
12,43.599998,1.471600056,21,144,0.413258106,5.520721436,884.8322754,7.746689796,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,332,USP BLUE species richness.xlsx,4,11
11,10,0.766896129,21,150,0.268150151,5.544306755,884.8322754,7.228396416,14.45698738,10.41898346,6.208516598,urban_soil,waterloop,USP,323,USP BLUE species richness.xlsx,1,5
11,10,0.766896129,21,150,0.268150151,5.544306755,884.8322754,7.228396416,14.45698738,10.41898346,6.208516598,urban_soil,waterloop,USP,323,USP BLUE species richness.xlsx,2,5
11,10,0.766896129,21,150,0.268150151,5.544306755,884.8322754,7.228396416,14.45698738,10.41898346,6.208516598,urban_soil,waterloop,USP,323,USP BLUE species richness.xlsx,3,4
11,10,0.766896129,21,150,0.268150151,5.544306755,884.8322754,7.228396416,14.45698738,10.41898346,6.208516598,urban_soil,waterloop,USP,323,USP BLUE species richness.xlsx,4,8
0,76.199997,1.249899983,21,193,0.413199991,5.527565002,884.8322754,7.794266701,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3321,USP BLUE species richness.xlsx,1,9
0,76.199997,1.249899983,21,193,0.413199991,5.527565002,884.8322754,7.794266701,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3321,USP BLUE species richness.xlsx,2,9
0,76.199997,1.249899983,21,193,0.413199991,5.527565002,884.8322754,7.794266701,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3321,USP BLUE species richness.xlsx,3,8
0,76.199997,1.249899983,21,193,0.413199991,5.527565002,884.8322754,7.794266701,14.45900822,10.41802311,6.203335285,Rn44C,groenvoorziening,USP,3321,USP BLUE species richness.xlsx,4,9
0,164.238983,2.116600037,90,170,0.352272719,6.029059887,881.7619629,4.639477253,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,333,USP DARK RED species richness.xlsx,1,4
0,164.238983,2.116600037,90,170,0.352272719,6.029059887,881.7619629,4.639477253,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,333,USP DARK RED species richness.xlsx,2,7
0,164.238983,2.116600037,90,170,0.352272719,6.029059887,881.7619629,4.639477253,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,333,USP DARK RED species richness.xlsx,3,6
0,164.238983,2.116600037,90,170,0.352272719,6.029059887,881.7619629,4.639477253,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,333,USP DARK RED species richness.xlsx,4,7
0,154.881256,1.991099954,90,175,0.347501248,6.029059887,881.7619629,4.639477253,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,33332,USP DARK RED species richness.xlsx,1,5
0,154.881256,1.991099954,90,175,0.347501248,6.029059887,881.7619629,4.639477253,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,33332,USP DARK RED species richness.xlsx,2,7
0,154.881256,1.991099954,90,175,0.347501248,6.029059887,881.7619629,4.639477253,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,33332,USP DARK RED species richness.xlsx,3,5
0,154.881256,1.991099954,90,175,0.347501248,6.029059887,881.7619629,4.639477253,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,33332,USP DARK RED species richness.xlsx,4,5
0,145.711639,1.957999945,90,172,0.347189903,5.89994669,881.7619629,5.041028976,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,33323,USP DARK RED species richness.xlsx,1,3
0,145.711639,1.957999945,90,172,0.347189903,5.89994669,881.7619629,5.041028976,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,33323,USP DARK RED species richness.xlsx,2,4
0,145.711639,1.957999945,90,172,0.347189903,5.89994669,881.7619629,5.041028976,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,33323,USP DARK RED species richness.xlsx,3,2
0,145.711639,1.957999945,90,172,0.347189903,5.89994669,881.7619629,5.041028976,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch,USP,33323,USP DARK RED species richness.xlsx,4,2
0,136.510361,1.89320004,90,167,0.346911728,6.05785656,881.7619629,4.891061783,14.45474625,10.42231178,6.212876797,Rd90C,grasland agrarisch,USP,3332,USP DARK RED species richness.xlsx,1,5
0,136.510361,1.89320004,90,167,0.346911728,6.05785656,881.7619629,4.891061783,14.45474625,10.42231178,6.212876797,Rd90C,grasland agrarisch,USP,3332,USP DARK RED species richness.xlsx,2,5
0,136.510361,1.89320004,90,167,0.346911728,6.05785656,881.7619629,4.891061783,14.45474625,10.42231178,6.212876797,Rd90C,grasland agrarisch,USP,3332,USP DARK RED species richness.xlsx,3,6
